Invoice number,Customer id,Service id,Agent id,Billing date,Payment status,Transaction type,Mode of payment,Plan name,Plan category,Plan Charge,Tax amount,Actual amount,Billed amount,Paid amount,Balance amount,Plan start date,Plan end date,Zone area,Data buyed,Data used,Billing cycle,No of valid days,Leakage,Anomaly type,Type
INV17173,CUST4618,SERV604,AGENT18,2024-02-20,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-02-20,2024-05-20,East,200,37.58611345419129,90,90,No,No Anomaly,No Anomaly
INV17174,CUST8490,SERV779,AGENT86,2023-03-08,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-03-08,2023-04-07,North,200,,30,35,Yes,Usage mismatch,Usage mismatch
INV17175,CUST5514,SERV246,AGENT15,2023-06-19,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-06-19,2023-09-17,East,200,5.156933220621918,90,90,No,No Anomaly,No Anomaly
INV17176,CUST5100,SERV951,AGENT84,2023-11-25,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-11-25,2023-12-25,West,20,4.9742716913691805,30,30,No,No Anomaly,No Anomaly
INV17177,CUST3496,SERV651,AGENT37,2022-08-10,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-08-10,2022-11-08,East,200,48.498296722308474,90,90,No,No Anomaly,No Anomaly
INV17178,CUST1493,SERV936,AGENT44,2022-08-12,Pending,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,443.5711723359685,28.428827664031473,2022-08-12,2022-10-11,East,10,,60,60,Yes,Under payment,Under payment
INV17179,CUST3600,SERV243,AGENT79,2024-07-10,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-07-10,2024-08-09,East,50,47.41073639694518,30,30,No,No Anomaly,No Anomaly
INV17180,CUST4806,SERV187,AGENT25,2024-06-24,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-06-24,2024-09-22,West,20,8.92142698416114,90,90,No,No Anomaly,No Anomaly
INV17181,CUST2596,SERV256,AGENT64,2023-03-10,Failed,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2023-03-10,2023-04-09,East,200,204.69317323338868,30,30,Yes,Extra data usage,Extra data usage
INV17182,CUST4411,SERV104,AGENT57,2023-10-29,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-10-29,2023-11-28,West,20,8.420146566253292,30,30,No,No Anomaly,No Anomaly
INV17183,CUST6883,SERV278,AGENT88,2024-05-31,Pending,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-05-31,2024-08-29,North,10,15.436865516699072,90,90,Yes,Extra data usage,Extra data usage
INV17184,CUST8150,SERV478,AGENT46,2023-07-04,Failed,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-07-04,2023-08-03,North,50,42.06771760611533,30,30,No,No Anomaly,No Anomaly
INV17185,CUST5809,SERV437,AGENT57,2022-05-26,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-05-26,2022-07-25,West,10,5.119435124195842,60,60,No,No Anomaly,No Anomaly
INV17186,CUST1739,SERV412,AGENT42,2022-03-12,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-03-12,2022-04-11,South,200,92.08980602693617,30,30,No,No Anomaly,No Anomaly
INV17187,CUST1486,SERV113,AGENT47,2023-12-04,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,269.3181567682503,-33.318156768250276,2023-12-04,2024-02-02,South,100,,60,60,Yes,Excess payment,Excess payment
INV17188,CUST3923,SERV846,AGENT71,2022-03-07,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,920.6122541360162,23.38774586398381,2022-03-07,2022-06-05,South,50,,90,90,Yes,Under payment,Under payment
INV17189,CUST5382,SERV115,AGENT30,2024-04-16,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-04-16,2024-06-15,West,100,50.383579144748914,60,60,No,No Anomaly,No Anomaly
INV17190,CUST1477,SERV944,AGENT52,2024-12-16,Failed,Refund,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2024-12-16,2025-02-14,East,50,13.782458976187211,60,60,No,No Anomaly,No Anomaly
INV17191,CUST2493,SERV783,AGENT47,2022-11-25,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-11-25,2022-12-25,South,200,167.59291633330628,30,30,No,No Anomaly,No Anomaly
INV17192,CUST7487,SERV585,AGENT25,2023-04-30,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-04-30,2023-06-29,South,50,35.81694210620219,60,60,No,No Anomaly,No Anomaly
INV17193,CUST9352,SERV804,AGENT57,2023-04-11,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-04-11,2023-05-11,North,100,95.96043750045543,30,30,No,No Anomaly,No Anomaly
INV17194,CUST1146,SERV315,AGENT47,2024-10-13,Paid,Refund,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-10-13,2025-01-11,North,200,132.2237432811927,90,90,No,No Anomaly,No Anomaly
INV17195,CUST6601,SERV649,AGENT52,2024-02-11,Pending,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-02-11,2024-03-12,South,50,17.697333017501176,30,30,No,No Anomaly,No Anomaly
INV17196,CUST4880,SERV217,AGENT41,2024-05-06,Failed,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-05-06,2024-08-04,North,10,1.3703434680387305,90,90,No,No Anomaly,No Anomaly
INV17197,CUST7016,SERV652,AGENT83,2022-03-12,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-03-12,2022-04-11,South,10,6.767385123588584,30,30,No,No Anomaly,No Anomaly
INV17198,CUST1243,SERV978,AGENT87,2023-06-20,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,927.9910734510665,0.0,927.9910734510665,2023-06-20,2023-07-20,North,50,,30,30,Yes,Missing charges,Missing charges
INV17199,CUST5189,SERV829,AGENT87,2022-12-02,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-12-02,2023-01-01,West,50,47.41142216515365,30,30,No,No Anomaly,No Anomaly
INV17200,CUST1620,SERV726,AGENT77,2024-05-13,Pending,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-05-13,2024-06-12,West,10,5.598804018286339,30,30,No,No Anomaly,No Anomaly
INV17201,CUST5222,SERV565,AGENT58,2022-10-26,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-10-26,2022-11-25,South,10,7.307750024807968,30,30,No,No Anomaly,No Anomaly
INV17202,CUST3423,SERV295,AGENT94,2022-05-11,Pending,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,191.2099161441496,44.79008385585041,2022-05-11,2022-06-10,West,200,,30,30,Yes,Under payment,Under payment
INV17203,CUST1638,SERV843,AGENT48,2022-01-15,Paid,Refund,Credit Card,Basic,Postpaid,200,36.0,236.0,199.03894396730317,199.03894396730317,0.0,2022-01-15,2022-02-14,South,200,,30,30,Yes,Missing charges,Missing charges
INV17204,CUST2168,SERV896,AGENT22,2024-06-25,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-06-25,2024-09-23,South,100,32.853382220660734,90,90,No,No Anomaly,No Anomaly
INV17205,CUST5309,SERV267,AGENT98,2024-02-25,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,223.34339599780114,12.656604002198861,2024-02-25,2024-03-26,East,100,,30,30,Yes,Under payment,Under payment
INV17206,CUST2182,SERV212,AGENT16,2023-12-26,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-12-26,2024-03-25,East,10,4.206215623276963,90,90,No,No Anomaly,No Anomaly
INV17207,CUST7028,SERV694,AGENT98,2024-10-16,Failed,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-10-16,2024-11-15,West,20,,30,34,Yes,Usage mismatch,Usage mismatch
INV17208,CUST6333,SERV126,AGENT78,2023-12-31,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,510.0178083708525,-38.01780837085249,2023-12-31,2024-03-30,East,10,,90,90,Yes,Excess payment,Excess payment
INV17209,CUST9832,SERV994,AGENT17,2022-03-06,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-03-06,2022-06-04,West,100,5.660825296390515,90,90,No,No Anomaly,No Anomaly
INV17210,CUST2246,SERV734,AGENT93,2022-05-11,Pending,Refund,UPI,Family,Prepaid,800,144.0,944.0,944.0,901.3469001571069,42.653099842893084,2022-05-11,2022-08-09,West,200,,90,90,Yes,Under payment,Under payment
INV17211,CUST7785,SERV795,AGENT23,2024-11-13,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-11-13,2025-01-12,North,200,7.4578133536399305,60,60,No,No Anomaly,No Anomaly
INV17212,CUST2906,SERV520,AGENT58,2022-02-01,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-02-01,2022-04-02,East,50,16.767263675086586,60,60,No,No Anomaly,No Anomaly
INV17213,CUST9649,SERV684,AGENT49,2024-01-18,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,255.66131639524147,-19.66131639524147,2024-01-18,2024-03-18,South,10,,60,60,Yes,Excess payment,Excess payment
INV17214,CUST6315,SERV913,AGENT90,2022-06-30,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-06-30,2022-07-30,East,10,,30,34,Yes,Usage mismatch,Usage mismatch
INV17215,CUST8937,SERV918,AGENT90,2024-07-02,Failed,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-07-02,2024-08-01,West,20,1.822074113637604,30,30,No,No Anomaly,No Anomaly
INV17216,CUST6407,SERV248,AGENT98,2022-11-07,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-11-07,2023-02-05,East,20,,90,93,Yes,Usage mismatch,Usage mismatch
INV17217,CUST4297,SERV535,AGENT73,2022-11-30,Failed,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2022-11-30,2023-01-29,South,10,6.114790133437723,60,60,No,No Anomaly,No Anomaly
INV17218,CUST6208,SERV352,AGENT98,2023-10-27,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-10-27,2024-01-25,West,50,1.984816849697385,90,90,No,No Anomaly,No Anomaly
INV17219,CUST7201,SERV885,AGENT52,2024-03-14,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-03-14,2024-06-12,East,50,1.8708008412912536,90,90,No,No Anomaly,No Anomaly
INV17251,CUST8453,SERV815,AGENT17,2023-03-19,Failed,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-03-19,2023-06-17,East,50,,90,90,Yes,Duplicate entries,Duplicate entries
INV17221,CUST8193,SERV818,AGENT62,2023-04-28,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-04-28,2023-05-28,West,20,5.547659545537098,30,30,No,No Anomaly,No Anomaly
INV17222,CUST6142,SERV613,AGENT73,2023-08-16,Pending,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2023-08-16,2023-09-15,East,100,0.23057754982026557,30,30,No,No Anomaly,No Anomaly
INV17223,CUST4908,SERV623,AGENT55,2023-11-14,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-11-14,2023-12-14,North,20,15.423356342218966,30,30,No,No Anomaly,No Anomaly
INV14646,CUST6909,SERV228,AGENT93,2022-09-24,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-09-24,2022-11-23,East,10,,60,60,Yes,Duplicate entries,Duplicate entries
INV17225,CUST5525,SERV141,AGENT75,2022-04-06,Failed,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-04-06,2022-05-06,South,10,,30,35,Yes,Usage mismatch,Usage mismatch
INV17226,CUST3675,SERV261,AGENT68,2022-06-21,Failed,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-06-21,2022-08-20,North,20,5.9963726224724105,60,60,No,No Anomaly,No Anomaly
INV17227,CUST2966,SERV929,AGENT63,2023-08-14,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-08-14,2023-10-13,West,10,5.558656865676054,60,60,No,No Anomaly,No Anomaly
INV17228,CUST8033,SERV651,AGENT34,2024-03-19,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-03-19,2024-04-18,North,100,53.544639186198765,30,30,No,No Anomaly,No Anomaly
INV17229,CUST7848,SERV864,AGENT60,2022-04-27,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-04-27,2022-07-26,North,10,1.6951004338103115,90,90,No,No Anomaly,No Anomaly
INV17230,CUST5800,SERV740,AGENT29,2022-07-21,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-07-21,2022-08-20,North,20,12.562580207627104,30,30,No,No Anomaly,No Anomaly
INV17231,CUST8041,SERV783,AGENT86,2024-02-06,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-02-06,2024-04-06,West,100,2.6547521369412963,60,60,No,No Anomaly,No Anomaly
INV17232,CUST9913,SERV106,AGENT99,2022-10-19,Pending,Refund,Cash,Basic,Postpaid,200,36.0,236.0,236.0,202.332340119118,33.66765988088201,2022-10-19,2023-01-17,North,50,,90,90,Yes,Under payment,Under payment
INV11772,CUST5155,SERV168,AGENT41,2022-03-23,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-03-23,2022-06-21,West,200,,90,90,Yes,Duplicate entries,Duplicate entries
INV17234,CUST5639,SERV601,AGENT94,2022-06-12,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-06-12,2022-07-12,West,50,27.86713009766378,30,30,No,No Anomaly,No Anomaly
INV17235,CUST1805,SERV531,AGENT38,2022-11-23,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,681.013781940338,681.013781940338,0.0,2022-11-23,2023-01-22,West,10,,60,60,Yes,Missing charges,Missing charges
INV17236,CUST3207,SERV430,AGENT24,2024-05-05,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-05-05,2024-06-04,East,100,89.17107639661356,30,30,No,No Anomaly,No Anomaly
INV17237,CUST9284,SERV219,AGENT85,2022-07-05,Paid,Refund,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-07-05,2022-10-03,East,100,14.032736716894345,90,90,No,No Anomaly,No Anomaly
INV17238,CUST6491,SERV417,AGENT34,2023-12-28,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2023-12-28,2024-03-27,East,10,1.0148517390730494,90,90,No,No Anomaly,No Anomaly
INV17239,CUST3025,SERV707,AGENT33,2022-04-23,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-04-23,2022-06-22,West,200,108.89082063504618,60,60,No,No Anomaly,No Anomaly
INV17240,CUST3426,SERV587,AGENT32,2023-07-13,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-07-13,2023-10-11,East,10,6.2195569940338515,90,90,No,No Anomaly,No Anomaly
INV17241,CUST2203,SERV345,AGENT77,2023-09-15,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-09-15,2023-10-15,South,50,49.26673070582541,30,30,No,No Anomaly,No Anomaly
INV17242,CUST9928,SERV286,AGENT80,2022-05-04,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-05-04,2022-06-03,North,10,0.6125521957530189,30,30,No,No Anomaly,No Anomaly
INV17243,CUST8541,SERV587,AGENT38,2023-02-11,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-02-11,2023-04-12,South,100,61.050848770526564,60,60,No,No Anomaly,No Anomaly
INV17244,CUST3079,SERV585,AGENT48,2024-08-26,Pending,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,914.08142819491,29.918571805089982,2024-08-26,2024-09-25,North,20,,30,30,Yes,Under payment,Under payment
INV17245,CUST9302,SERV712,AGENT51,2023-07-30,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-07-30,2023-08-29,West,20,2.891530365977142,30,30,No,No Anomaly,No Anomaly
INV17246,CUST7293,SERV637,AGENT50,2023-01-04,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,520.6296568637921,-48.62965686379209,2023-01-04,2023-02-03,West,20,,30,30,Yes,Excess payment,Excess payment
INV17247,CUST9814,SERV365,AGENT20,2022-09-12,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-09-12,2022-12-11,South,20,8.913152352867241,90,90,No,No Anomaly,No Anomaly
INV17248,CUST1613,SERV966,AGENT57,2024-04-01,Paid,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-04-01,2024-05-31,West,50,0.5216040344294903,60,60,No,No Anomaly,No Anomaly
INV17249,CUST8929,SERV774,AGENT44,2022-07-20,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-07-20,2022-09-18,West,50,55.40568605878846,60,60,Yes,Extra data usage,Extra data usage
INV17250,CUST4988,SERV516,AGENT47,2022-02-11,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-02-11,2022-03-13,East,20,11.7024624676396,30,30,No,No Anomaly,No Anomaly
INV17251,CUST1667,SERV645,AGENT60,2023-04-02,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-04-02,2023-07-01,South,20,7.425070536897365,90,90,No,No Anomaly,No Anomaly
INV17252,CUST4545,SERV226,AGENT34,2024-01-25,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-01-25,2024-04-24,East,20,5.387766470530417,90,90,No,No Anomaly,No Anomaly
INV17253,CUST4911,SERV716,AGENT56,2024-11-07,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-11-07,2025-02-05,West,200,168.38287335838766,90,90,No,No Anomaly,No Anomaly
INV17254,CUST7748,SERV265,AGENT65,2024-07-01,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,215.1218286089648,215.1218286089648,0.0,2024-07-01,2024-08-30,South,10,,60,60,Yes,Missing charges,Missing charges
INV17255,CUST3843,SERV611,AGENT21,2022-03-13,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-03-13,2022-06-11,South,10,4.752038344425607,90,90,No,No Anomaly,No Anomaly
INV17256,CUST4775,SERV524,AGENT82,2023-08-04,Pending,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-08-04,2023-09-03,West,10,9.88657601914509,30,30,No,No Anomaly,No Anomaly
INV18124,CUST2566,SERV896,AGENT37,2022-04-30,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-04-30,2022-06-29,South,10,,60,60,Yes,Duplicate entries,Duplicate entries
INV17258,CUST2795,SERV102,AGENT80,2022-05-23,Failed,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-05-23,2022-08-21,West,100,47.46889519038117,90,90,No,No Anomaly,No Anomaly
INV16427,CUST7911,SERV341,AGENT71,2023-06-30,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-06-30,2023-07-30,East,50,,30,30,Yes,Duplicate entries,Duplicate entries
INV17260,CUST5819,SERV284,AGENT14,2023-04-16,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-04-16,2023-05-16,West,50,5.334184537796466,30,30,No,No Anomaly,No Anomaly
INV17261,CUST5184,SERV436,AGENT61,2024-04-13,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-04-13,2024-05-13,East,10,9.178748246364934,30,30,No,No Anomaly,No Anomaly
INV17262,CUST7596,SERV372,AGENT45,2023-08-13,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-08-13,2023-09-12,East,200,108.4193725972905,30,30,No,No Anomaly,No Anomaly
INV17263,CUST8561,SERV293,AGENT70,2022-09-03,Failed,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-09-03,2022-10-03,East,10,8.588725263658453,30,30,No,No Anomaly,No Anomaly
INV17264,CUST5601,SERV720,AGENT24,2022-11-09,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-11-09,2023-02-07,North,10,2.36394147569422,90,90,No,No Anomaly,No Anomaly
INV17464,CUST2834,SERV827,AGENT31,2022-07-07,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-07-07,2022-08-06,North,10,,30,30,Yes,Duplicate entries,Duplicate entries
INV17266,CUST5428,SERV608,AGENT83,2024-04-20,Pending,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-04-20,2024-06-19,East,50,52.99597703643937,60,60,Yes,Extra data usage,Extra data usage
INV17267,CUST8073,SERV477,AGENT67,2024-07-28,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-07-28,2024-08-27,East,10,5.295545900388178,30,30,No,No Anomaly,No Anomaly
INV17268,CUST4681,SERV251,AGENT35,2024-08-30,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-08-30,2024-09-29,North,50,40.6311544999489,30,30,No,No Anomaly,No Anomaly
INV17269,CUST2903,SERV334,AGENT73,2023-05-24,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-05-24,2023-07-23,South,100,50.33413932345708,60,60,No,No Anomaly,No Anomaly
INV17270,CUST8081,SERV824,AGENT88,2022-11-29,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-11-29,2022-12-29,West,20,18.239100170053433,30,30,No,No Anomaly,No Anomaly
INV17271,CUST2554,SERV343,AGENT85,2024-08-05,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-08-05,2024-11-03,South,100,,90,95,Yes,Usage mismatch,Usage mismatch
INV17272,CUST2365,SERV680,AGENT94,2023-07-10,Pending,Refund,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-07-10,2023-08-09,South,100,39.88769373759027,30,30,No,No Anomaly,No Anomaly
INV17273,CUST7127,SERV654,AGENT55,2023-04-19,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-04-19,2023-05-19,East,100,39.49707826233373,30,30,No,No Anomaly,No Anomaly
INV17274,CUST5083,SERV919,AGENT21,2022-04-20,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-04-20,2022-05-20,North,50,38.143466536454554,30,30,No,No Anomaly,No Anomaly
INV17275,CUST7082,SERV130,AGENT93,2022-07-27,Failed,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,904.6862595744797,0.0,904.6862595744797,2022-07-27,2022-10-25,North,20,,90,90,Yes,Missing charges,Missing charges
INV17276,CUST1780,SERV992,AGENT21,2024-11-15,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-11-15,2024-12-15,East,100,52.00069262542826,30,30,No,No Anomaly,No Anomaly
INV17277,CUST1264,SERV224,AGENT97,2024-11-17,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-11-17,2024-12-17,North,50,17.978385421265013,30,30,No,No Anomaly,No Anomaly
INV17278,CUST6131,SERV158,AGENT33,2023-10-04,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,755.1029022315923,-47.10290223159234,2023-10-04,2023-12-03,North,20,,60,60,Yes,Excess payment,Excess payment
INV17279,CUST4393,SERV523,AGENT30,2023-05-31,Pending,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,907.424327140528,36.57567285947198,2023-05-31,2023-08-29,East,20,,90,90,Yes,Under payment,Under payment
INV17280,CUST2212,SERV446,AGENT15,2022-02-01,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-02-01,2022-05-02,North,100,60.96421825731686,90,90,No,No Anomaly,No Anomaly
INV17281,CUST3853,SERV197,AGENT53,2024-10-23,Pending,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-10-23,2025-01-21,West,200,141.59309729312594,90,90,No,No Anomaly,No Anomaly
INV17282,CUST1062,SERV536,AGENT69,2024-01-14,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-01-14,2024-03-14,North,10,3.129603904300483,60,60,No,No Anomaly,No Anomaly
INV17283,CUST9324,SERV742,AGENT71,2023-05-12,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-05-12,2023-08-10,North,20,2.4472888256793657,90,90,No,No Anomaly,No Anomaly
INV17284,CUST9969,SERV589,AGENT23,2022-10-14,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-10-14,2022-12-13,West,20,10.6608364364002,60,60,No,No Anomaly,No Anomaly
INV17285,CUST2286,SERV747,AGENT42,2024-09-27,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-09-27,2024-11-26,North,100,106.98222320688478,60,60,Yes,Extra data usage,Extra data usage
INV17286,CUST7249,SERV201,AGENT77,2022-11-17,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-11-17,2023-02-15,South,100,66.2354957741136,90,90,No,No Anomaly,No Anomaly
INV17287,CUST9853,SERV497,AGENT28,2024-09-18,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-09-18,2024-12-17,North,200,143.95440438225984,90,90,No,No Anomaly,No Anomaly
